name,category,rate,price,time,price_numeric,price_text
Paris: 90-Minute Boules Game in the Park,Private tour,4.6,"312,963 per group up to 1",1.5 hours,312963,per group up to 1
Paris: 2.5-Hour Private City Highlights Kickstart Tour,Private tour,3.8,"130,903 per person",2.5 hours,130903,per person
Paris: VIP Sainte-Chapelle and Conciergerie Guided Tour,Guided tour,5.0,"224,190 per person",2.5 hours,224190,per person
Paris: Private Guided City Tour by Classic Convertible Car,Private tour,0.0,"284,375 per group up to 3",1.5 hours,284375,per group up to 3
Paris: Monmartre Highlights Self-Guided Audio Walking Tour,Other experience,3.4,"14,971 per person",2 days,14971,per person
Paris: Seine Cruise and Eiffel Tower District Walking Tour,Bundle,4.3,"39,256 per person",2 hours,39256,per person
Paris: City Highlights Private Electric Bike Tour with video,Private tour,0.0,"109,838 per person",2 hours,109838,per person
Paris: Photo Walk in Montmartre,Private tour,0.0,"737,268 per group up to 1",3 hours,737268,per group up to 1
Paris: Le Marais Food and Wine Walking Tour,Guided tour,0.0,"150,463 per person",3 hours,150463,per person
Paris: Private Guided Walking Tour of the City Center,Private tour,0.0,"361,111 per person",2.5 hours,361111,per person
Paris by Night Small Group Bike Tour & Boat Cruise,Water activity,5.0,"103,819 per person",4.5 hours,103819,per person
Private tour Paris in Renault 4L electric,Private tour,4.0,"332,523 per person",1.5 hours,332523,per person
Paris: Twilight Wine Tasting Walking Tour in Montmartre,Guided tour,5.0,"150,463 per person",3 hours,150463,per person
Family Joy in Paris Walking Tour,Private tour,0.0,"886,226 per group up to 4",2 hours,886226,per group up to 4
Paris: Romantic Sidecar Tour by Night with Champagne,Private tour,5.0,"609,721 per group up to 2",2 hours,609721,per group up to 2
"Paris: Parisian Picnic with Wine, Cheese and Local Insights",Guided tour,0.0,"88,773 per person",2 hours,88773,per person
Paris: City Exploration Game 'Secret of Paris',Other experience,0.0,"60,170 per group up to 6",095 days,60170,per group up to 6
From Le Havre: Versailles Day Trip and Private Tour,Private tour,0.0,"1,354,166 per group up to 6",11 hours,1354166,per group up to 6
Paris: Premium Fitness Pass with Access to Top Gyms,City card,0.0,"33,989 per person",30 days,33989,per person
Paris : Airport transfer including City Highlights Tour,Private tour,0.0,"631,944 per group up to 3",4 hours,631944,per group up to 3
Paris: Highlights Bike Tour with Wine & Cheese Picnic,Day trip,0.0,"263,310 per person",6 hours,263310,per person
Paris Right Bank 2-Hour Private Walking Tour,Private tour,5.0,"225,694 per person",2 hours,225694,per person
Paris: Private Guided Tour and Transfer to Airport,Private tour,0.0,"1,128,472 per group up to 6",3 - 6 hours,1128472,per group up to 6
From Paris: Normandy Landing Beaches and D-Day Private Tour,Private tour,0.0,"2,369,790 per group up to 4",12 hours,2369790,per group up to 4
Charles de Gaulle Airport: Private Airport Transfer to Paris,Transfer,0.0,"224,190 per group up to 3",1 hour,224190,per group up to 3
Paris: Private Transfer from CDG Airport to Disneyland,Transfer,0.0,"203,125 per group up to 3",40 minutes,203125,per group up to 3
Disneyland Paris and Versailles: Luggage Transfer from Paris,Transfer,0.0,"73,727 per person",1 day,73727,per person
Paris: France Flyover Virtual Reality Smartphone App & Audio,Water activity,0.0,"43,995 per person",2.5 hours,43995,per person
"Paris: ""Saving Marsupilami"" City Exploration Smartphone Game",Other experience,0.0,"37,601 per group up to 6",095 days,37601,per group up to 6
Magnificence on Every Corner - Paris Walking Tour,Private tour,0.0,"660,532 per group up to 4",2 hours,660532,per group up to 4
Paris: Left Bank Highlights Private Sidecar Tour,Private tour,0.0,"267,824 per person",2 hours,267824,per person
From Amsterdam: Private Transfer to Paris,Transfer,0.0,"3,310,183 per group up to 7",6.5 hours,3310183,per group up to 7
Paris: Local Walking Tour in Montmartre with Panoramic View,Guided tour,0.0,"120,370 per person",2 hours,120370,per person
Paris: Private Transfer from CDG Airport to Disneyland,Transfer,5.0,"284,375 per group up to 6",40 minutes,284375,per group up to 6
"Paris: Private, Tailor made, Guided Tour on Vintage Sidecar",Private tour,5.0,"772,597 per person",3 hours,772597,per person
Paris: City Walk and Louvre Museum Tour,Guided tour,5.0,"365,234 per person",5.5 hours,365234,per person
Paris: Montmartre Private Walking Tour,Private tour,4.9,"225,694 per person",2 hours,225694,per person
Disneyland Paris: Private Transfer from or to CDG Airport,Transfer,4.8,"127,893 per group up to 3",35 minutes,127893,per group up to 3
Private Treasure Hunt around Notre Dame for Families & Kids,Private tour,5.0,"646,990 per group up to 4",2 hours,646990,per group up to 4
